64037600,Quadra 22,(RES P da Alegria IV),Portal da Alegria,9682,17
64037605,Quadra 23,(RES P da Alegria IV),Portal da Alegria,9682,17
64037610,Quadra 24,(RES P da Alegria IV),Portal da Alegria,9682,17
64037615,Quadra 25,(RES P da Alegria IV),Portal da Alegria,9682,17
64037620,Quadra 26,(RES P da Alegria IV),Portal da Alegria,9682,17
64037625,Quadra 27,(RES P da Alegria IV),Portal da Alegria,9682,17
64037630,Quadra 28,(RES P da Alegria IV),Portal da Alegria,9682,17
64037635,Quadra 29,(RES P da Alegria IV),Portal da Alegria,9682,17
64037640,Quadra 30,(RES P da Alegria IV),Portal da Alegria,9682,17
64037645,Quadra 31,(RES P da Alegria IV),Portal da Alegria,9682,17
64037650,Quadra 32,(RES P da Alegria IV),Portal da Alegria,9682,17
64037655,Quadra 33,(RES P da Alegria IV),Portal da Alegria,9682,17
64037660,Quadra 34,(RES P da Alegria IV),Portal da Alegria,9682,17
64040028,Rua Carapicuíba,(Lot. Sete Estrelas),Angelim,9682,17
64040598,Rua Livramento,(Vila Irmã Dulce),Angelim,9682,17
64048551,Praça Aminthas Floriano,,Ininga,9682,17
64049560,Avenida Raul Lopes,,Ininga,9682,17
64049735,Praça Desembargador Manoel Belizário dos Santos,,Ininga,9682,17
64052687,Rua Desembargador Adalberto Correia Lima,,Horto,9682,17
64052765,Rua José Arruda Linhares,,Horto,9682,17
64052772,Rua José Newton Freitas,,Horto,9682,17
64052827,Praça Vitalino Alencar Bezerra,,Horto,9682,17
64052852,Rua Graham Bell,,Horto,9682,17
64052857,Rua Doutor Francisco da Costa Sousa,,Horto,9682,17
64052862,Rua Marconi,,Horto,9682,17
64052872,Rua Motorista Gregório,,Horto,9682,17
64053215,Praça Napoleão Azevedo,,Santa Isabel,9682,17
64053285,Praça Jornalista Carlos Castelo Branco,,Santa Isabel,9682,17
64053505,Rua Raul Dantas da Cunha,,Campestre,9682,17
64053665,Avenida João Antônio Leitão,- lado ímpar,Campestre,9682,17
64053715,Rua Heloísa Sampaio,,Campestre,9682,17
64053757,Rua Botafogo,,Campestre,9682,17
64053850,Acesso CPC Santa Teresa,,Campestre,9682,17
64053860,Acesso CPC Coroatá,,Campestre,9682,17
64056080,Praça Engenheiro Paulo Marques dos Santos,,São Cristóvão,9682,17
64056120,Praça Professor Afonso Sena,,São Cristóvão,9682,17
64057110,Comunidade Cacimba Velha,,Vale Quem Tem,9682,17
64057700,Acesso CPC Cacimba Velha,,Vale Quem Tem,9682,17
64058212,Rua Bonancio,(pq universitário),Samapi,9682,17
64058214,Rua Quirino,(pq universitário),Samapi,9682,17
64058216,Rua Bertoline,(pq universitário),Samapi,9682,17
64058218,Rua Campineira,(pq universitário),Samapi,9682,17
64058222,Rua Amparo,(pq universitário),Samapi,9682,17
64058224,Rua Satélite,(pq universitário),Samapi,9682,17
64058226,Rua Prudente,(pq universitário),Samapi,9682,17
64058228,Rua Marino,(pq universitário),Samapi,9682,17
64058230,Rua Cícero Portela,(pq universitário),Samapi,9682,17
64058232,Rua Benal,(pq universitário),Samapi,9682,17
64058234,Rua Gimenes,(pq universitário),Samapi,9682,17
64058236,Rua Cecê Ribeiro,(pq universitário),Samapi,9682,17
64058238,Rua Azenha,(pq universitário),Samapi,9682,17
64058240,Rua Guaçu,(pq universitário),Samapi,9682,17
64058242,Rua Joaquim Gomes Costa,(pq universitário),Samapi,9682,17
64062510,Acesso CPC Santa Luz de Cima,,Morros,9682,17
64062520,Acesso CPC Santa Luz de Baixo,,Morros,9682,17
64063015,Comunidade Povoado Tapuia,,Socopo,9682,17
64063018,Comunidade Povoado Soinho,,Socopo,9682,17
64063795,Rua Ubaitá,(Baixão do Carlos),Socopo,9682,17
64063810,Acesso CPC Soinho,,Socopo,9682,17
64063820,Acesso CPC São Vicente,,Socopo,9682,17
64066720,Acesso CPC Ave Verde,,Cidade Jardim,9682,17
64069175,Rua Quarenta e Dois,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069180,Rua Trinta e Oito,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069181,Rua Trinta e Nove,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069182,Rua Quarenta,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069183,Rua Trinta e Sete,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069184,Rua Trinta e Seis,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069185,Rua Quarenta e Um,(Res. Miriam Pacheco),Vale do Gavião,9682,17
64069290,Loteamento Mirante dos Morros III,,Vale do Gavião,9682,17
64069300,Quadra I,(Lot. Mirante dos Morros III),Vale do Gavião,9682,17
64071850,Acesso CPC Árvores Verdes,,Verde Lar,9682,17
64073700,Acesso CPC Zé de Holanda,,Uruguai,9682,17
64073710,Acesso CPC Lagoinha,,Uruguai,9682,17
64073720,Acesso CPC Santa Rita,,Uruguai,9682,17
64073730,Acesso CPC Serra do Gavião,,Uruguai,9682,17
64073740,Acesso CPC Boqueirão,,Uruguai,9682,17
64075502,Rua Chofer João Fernandes,,Beira Rio,9682,17
64075507,Rua Cajueiro do Sol,(Vila da Guia),Beira Rio,9682,17
64075508,Rua Escultor Murillo Couto,,Beira Rio,9682,17
64075512,Praça Lineu Araújo,,Beira Rio,9682,17
64075522,Rua Mestre Mundico Lozim,,Beira Rio,9682,17
64075547,Rua Gonçalo Nunes,,Beira Rio,9682,17
64076127,Rua Professor Viveiros,,Comprida,9682,17
64076220,Rua Benjamin do Rêgo Monteiro Neto,,Comprida,9682,17
64076233,Rua Irmão Guido,,Comprida,9682,17
64076302,Rua QUATRO,(LOT. PARQUE ESPERANÇA),Extrema,9682,17
64076307,Rua José Monteiro da Silva,,Extrema,9682,17
64076327,Rua Subtenente Edmilson Alves,,Extrema,9682,17
64076377,Rua Soldado George Granjeiro,,Extrema,9682,17
64076393,Rua Pastor José Rocha,,Extrema,9682,17
64076397,Rua José Carlos Castelo Branco,,Extrema,9682,17
64076403,Rua Princesa Morais,,Extrema,9682,17
64076460,Rua Jornalista Wilson Fernando,,Extrema,9682,17
64076860,Rua Adão Medeiros Soares,,Redonda,9682,17
64076870,Rua Humberto Carvalho Santos,,Redonda,9682,17
64077015,Rua Doutor Clidenor Freitas,,Itararé,9682,17
64078546,Quadra K,(Agespisa),Itararé,9682,17
64078547,Quadra L,(Agespisa),Itararé,9682,17
64079001,Quadra A,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079002,Quadra B,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079003,Quadra C,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079004,Quadra D,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079005,Quadra E,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079006,Quadra F,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079007,Quadra G,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079008,Quadra H,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079009,Quadra I,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079011,Quadra J,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079012,Quadra L,(Cj Novo Horizonte),Novo Horizonte,9682,17
64079400,Quadra 21,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079410,Quadra 22,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079420,Quadra 23,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079430,Quadra 24,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079440,Quadra 25,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079450,Quadra 26,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079460,Quadra 27,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079470,Quadra 28,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079480,Quadra 29,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079490,Quadra 30,(Res. Manoel Evangelista I),Novo Horizonte,9682,17
64079500,Quadra 31,(Res. Manoel Evangelista II),Novo Horizonte,9682,17
64079510,Quadra 32,(Res. Manoel Evangelista II),Novo Horizonte,9682,17
64079520,Quadra 33,(Res. Manoel Evangelista II),Novo Horizonte,9682,17
64079530,Quadra 34,(Res. Manoel Evangelista II),Novo Horizonte,9682,17
64079540,Quadra 35,(Res. Manoel Evangelista II),Novo Horizonte,9682,17
64080002,Quadra A,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64080004,Quadra B,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64080006,Quadra C,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64080008,Quadra D,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64080012,Quadra E,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64080014,Quadra F,(Cj Francisco Marreiros),Novo Horizonte,9682,17
64082001,Quadra 1,(Cj Renascença I),Renascença,9682,17
64082002,Quadra 2,(Cj Renascença I),Renascença,9682,17
64082003,Quadra 3,(Cj Renascença I),Renascença,9682,17
64082004,Quadra 4,(Cj Renascença I),Renascença,9682,17
64082005,Quadra 5,(Cj Renascença I),Renascença,9682,17
64082006,Quadra 6,(Cj Renascença I),Renascença,9682,17
64082007,Quadra 7,(Cj Renascença I),Renascença,9682,17
64082008,Quadra 8,(Cj Renascença I),Renascença,9682,17
64082009,Quadra 9,(Cj Renascença I),Renascença,9682,17
64082011,Quadra 11,(Cj Renascença I),Renascença,9682,17
64082012,Quadra 12,(Cj Renascença I),Renascença,9682,17
64082013,Quadra 13,(Cj Renascença I),Renascença,9682,17
64082014,Quadra 14,(Cj Renascença I),Renascença,9682,17
64082015,Quadra 15,(Cj Renascença I),Renascença,9682,17
64082016,Quadra 16,(Cj Renascença I),Renascença,9682,17
64082017,Quadra 17,(Cj Renascença I),Renascença,9682,17
64082018,Quadra 18,(Cj Renascença I),Renascença,9682,17
64082019,Quadra 19,(Cj Renascença I),Renascença,9682,17
64082020,Quadra 20,(Cj Renascença I),Renascença,9682,17
64082021,Quadra 21,(Cj Renascença I),Renascença,9682,17
64082022,Quadra 22,(Cj Renascença I),Renascença,9682,17
64082023,Quadra 23,(Cj Renascença I),Renascença,9682,17
64082024,Quadra 24,(Cj Renascença I),Renascença,9682,17
64082025,Quadra 25,(Cj Renascença I),Renascença,9682,17
64082026,Quadra 26,(Cj Renascença I),Renascença,9682,17
64082027,Quadra 27,(Cj Renascença I),Renascença,9682,17
64082028,Quadra 28,(Cj Renascença I),Renascença,9682,17
64082029,Quadra 29,(Cj Renascença I),Renascença,9682,17
64082030,Quadra 30,(Cj Renascença I),Renascença,9682,17
64082031,Quadra 31,(Cj Renascença I),Renascença,9682,17
64082032,Quadra 32,(Cj Renascença I),Renascença,9682,17
64082033,Quadra 33,(Cj Renascença I),Renascença,9682,17
64082034,Quadra 34,(Cj Renascença I),Renascença,9682,17
64082126,Quadra 35,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082127,Quadra 41,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082128,Quadra 44,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082129,Quadra 47,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082131,Quadra 53,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082132,Quadra 56,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082133,Quadra 59,(Cj Jeanete Morais Sousa),Renascença,9682,17
64082151,Rua Cinco,(Vila Paris),Renascença,9682,17
64082152,Rua Oito,(Vila Paris),Renascença,9682,17
64082153,Rua Nove,(Vila Paris),Renascença,9682,17
64082154,Rua Dez,(Vila Paris),Renascença,9682,17
64082156,Rua Dezenove,(Vila Paris),Renascença,9682,17
64082158,Rua Serra Grande,(Vila Paris),Renascença,9682,17
64082161,Rua Um,(Vila Padre Luis),Renascença,9682,17
64082163,Rua Desportista Napoleão Pereira,(Vl Pe Luis),Renascença,9682,17
64082165,Rua Três,(Vila Padre Luis),Renascença,9682,17
64082167,Rua Sete,(Vila Padre Luis),Renascença,9682,17
64082168,Rua Dezesseis,(Vila Padre Luis),Renascença,9682,17
64082169,Rua Dezessete,(Vila Padre Luis),Renascença,9682,17
64083022,Avenida Professor Camilo Filho,- de 2 a 99998 - lado par,Colorado,9682,17
64084016,Rua Serra Negra,(Lot. Renascença III),São Sebastião,9682,17
64084017,Rua Serra Talhada,(Lot. Renascença III),São Sebastião,9682,17
64084018,Rua Ivany Veras,(Lot. Renascença III),São Sebastião,9682,17
64084019,Rua Rio Azul,(Lot. Renascença III),São Sebastião,9682,17
64084021,Rua Rio Vermelho,(Lot. Renascença III),São Sebastião,9682,17
64084022,Rua Rio Verde,(Lot. Renascença III),São Sebastião,9682,17
64084023,Rua Belarmino Braga,(Lot. Renascença III),São Sebastião,9682,17
64084024,Rua Terra Rica,(Lot. Renascença III),São Sebastião,9682,17
64084025,Rua Terra Nova,(Lot. Renascença III),São Sebastião,9682,17
64084026,Rua Ubatu,(Lot. Renascença III),São Sebastião,9682,17
64084027,Rua Vagão,(Lot. Renascença III),São Sebastião,9682,17
64084028,Rua Estrela do Leste,(Lot. Renascença III),São Sebastião,9682,17
64084029,Rua Estrela do Sul,(Lot. Renascença III),São Sebastião,9682,17
64085290,Rua Médico Odimar Barros Teixeira,,São Sebastião,9682,17
64088585,Rodovia TER 250,,Todos os Santos,9682,17
64090600,Quadra B,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090605,Quadra B1,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090610,Quadra B2,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090615,Quadra C,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090620,Quadra D,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090625,Quadra E,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090630,Quadra F,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090635,Quadra G,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090640,Quadra H,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090645,Quadra I,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090650,Quadra J,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090655,Quadra K,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090660,Quadra L,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090665,Quadra M,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090670,Quadra N,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090675,Quadra O,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090680,Quadra P,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090685,Quadra Q,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090690,Quadra R,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090695,Quadra S,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090700,Quadra T,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090705,Quadra U,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090710,Quadra V,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090715,Quadra W,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090720,Quadra X,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090725,Quadra Y,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090730,Quadra Z,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090735,Quadra AA,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090740,Quadra AB,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090745,Quadra AC,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090750,Quadra AD,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090755,Quadra AE,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090760,Quadra AF,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090765,Quadra AG,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090770,Quadra AH,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090775,Quadra AI,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090780,Quadra AJ,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090785,Quadra AK,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090790,Quadra AL,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090795,Quadra AM,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090800,Quadra AN,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090805,Quadra AO,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090810,Quadra AP,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090815,Quadra AQ,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090820,Quadra AR,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090825,Quadra AS,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090830,Quadra AT,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090835,Quadra AU,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090840,Quadra AV,(ALPHAVILLE TERESINA),Gurupi,9682,17
64090845,Quadra AW,(ALPHAVILLE TERESINA),Gurupi,9682,17
64099899,Área Rural,,Área Rural de Teresina,9682,17
64202125,Rua Joaquim Santos,- de 797/798 ao fim,Nossa Senhora de Fátima,6656,17
64205195,Rua José de Arimateia Mendes,(Loteamento Trapiá),João XXIII,6656,17
64205622,Quadra D3,(Cj Caminho da Alvorada),João XXIII,6656,17
64205637,Quadra I2,(Cj Caminho da Alvorada),João XXIII,6656,17
64206183,Travessa da Felicidade 2,,São Judas Tadeu,6656,17
64206188,Travessa da Felicidade 1,,São Judas Tadeu,6656,17
64208376,Quadra A,(CJ BETANIA I),Piauí,6656,17
64213278,Quadra L4,(Cj Caminho Rosápolis II),Primavera,6656,17
64213300,Quadra R2,(Cj Caminho Rosápolis II),Primavera,6656,17
64213303,Quadra S1,(Cj Caminho Rosápolis II),Primavera,6656,17
64213323,Quadra Z1,(Cj Caminho Rosápolis II),Primavera,6656,17
64216869,Quadra I,(Lot Altair Athayde),Igaraçu,6656,17
64219899,Área Rural,,Área Rural de Parnaíba,6656,17
64600031,Rua São Cosme,,Centro,6952,17
64600171,Rua Antonieta Rodrigues de Araújo,(Lot. Francisco da Costa Araújo),Canto da Varzea,6952,17
64600190,Rua Antônio Osmar de Deus,,Canto da Varzea,6952,17
64600195,Loteamento Antônio Borges,,Canto da Varzea,6952,17
64600200,Loteamento Boa Esperança,,Canto da Varzea,6952,17
64600205,Loteamento Celso Eulálio,,Canto da Varzea,6952,17
64600210,Loteamento Corcovado,,Canto da Varzea,6952,17
64600215,Loteamento Edvaldo dos Santos Reinaldo,,Canto da Varzea,6952,17
64600220,Loteamento Francisco Costa Araújo,,Canto da Varzea,6952,17
64600225,Loteamento Francisco Sousa Santos,,Canto da Varzea,6952,17
64600230,Loteamento Guarany,,Canto da Varzea,6952,17
64600235,Loteamento Ingazeira,,Canto da Varzea,6952,17
64600240,Loteamento Jerusa Neiva Eulálio,,Canto da Varzea,6952,17
64600245,Loteamento José Cipriano,,Canto da Varzea,6952,17
64600250,Loteamento Josefa Ana de Sousa,,Canto da Varzea,6952,17
64600255,Loteamento Malvinas,,Canto da Varzea,6952,17
64600260,Loteamento Paraíso,,Canto da Varzea,6952,17
64600265,Loteamento Parque das Orquídeas,,Canto da Varzea,6952,17
64600270,Loteamento Raimundo Santos,,Canto da Varzea,6952,17
64600275,Loteamento São Miguel,,Canto da Varzea,6952,17
64600280,Loteamento José Odilon,,Canto da Varzea,6952,17
64600285,Rua João Barroso de Carvalho,,Canto da Varzea,6952,17
64600290,Rua Projetada 281,,Canto da Varzea,6952,17
64600460,Loteamento Alberto Leopoldo,,Passagem das Pedras,6952,17
64600463,Loteamento Alto Alegre,,Passagem das Pedras,6952,17
64600466,Loteamento Belo Sul,,Passagem das Pedras,6952,17
64600469,Loteamento Central,,Passagem das Pedras,6952,17
64600472,Loteamento Claro Borges de Oliveira,,Passagem das Pedras,6952,17
64600475,Loteamento Elizeu Pereira Bezerra,,Passagem das Pedras,6952,17
64600478,Loteamento Ernestino Bezerra,,Passagem das Pedras,6952,17
64600481,Loteamento Fortes,,Passagem das Pedras,6952,17
64600483,Loteamento Jesuíno Borges,,Passagem das Pedras,6952,17
64600486,Loteamento Monteiro,,Passagem das Pedras,6952,17
64601180,Rua Alcides Rodrigues Martins,,Aerolândia,6952,17
64601186,Rua Evangelina Maria Martins,,Aerolândia,6952,17
64601190,Rua Maria José Rodrigues Martins,,Aerolândia,6952,17
64601207,Loteamento Aerolândia,,Aerolândia,6952,17
64601208,Loteamento Jerusalém,,Aerolândia,6952,17
64601209,Loteamento Sobradinho,,Aerolândia,6952,17
64601307,Loteamento Eulálio Neto,,São José,6952,17
64601308,Loteamento Jerusalém,,São José,6952,17
64601309,Loteamento São José,,São José,6952,17
64601435,Travessa Bela Vista II,,Bomba,6952,17
64601605,Conjunto Luiza Gomes de Medeiros,,Morada do Sol,6952,17
64601610,Loteamento José Carlos Pereira da Silva,,Morada do Sol,6952,17
64601615,Loteamento Louzinho Monteiro,,Morada do Sol,6952,17
64601620,Loteamento Luíza Gomes de Medeiros,,Morada do Sol,6952,17
64602001,Loteamento Altamira,,Altamira,6952,17
64602002,Loteamento Flor da Terra,,Altamira,6952,17
64602003,Loteamento Manoel Casimiro,,Altamira,6952,17
64602004,Loteamento Santa Amélia,,Altamira,6952,17
64603205,Rua Albertino Isidório dos Santos,,Belo Norte,6952,17
64603210,Rua Nilo Peçanha,,Belo Norte,6952,17
64603215,Rua São Francisco,,Belo Norte,6952,17
64603220,Rua José Borges Leal,,Belo Norte,6952,17
64603225,Rua Maria Madalena,,Belo Norte,6952,17
64603230,Rua Maria Raimunda da Conceição,,Belo Norte,6952,17
64603240,Travessa Emaús,,Belo Norte,6952,17
64603250,Rua Santa Rita,,Belo Norte,6952,17
64603260,Avenida Nossa Senhora de Fátima,,Belo Norte,6952,17
64603270,Rua Santa Luzia,,Belo Norte,6952,17
64603280,Rua Monsenhor Hipólito,,Belo Norte,6952,17
64603290,Rua Marcos Parente,,Belo Norte,6952,17
64603300,Rua São Sebastião,,Belo Norte,6952,17
64603310,Rua Zuza Lino,,Belo Norte,6952,17
64603320,Rua Urbano Eulálio,,Belo Norte,6952,17
64603330,Rua Martim Germano dos Santos,,Belo Norte,6952,17
64603340,Loteamento Antonieta Araújo,,Belo Norte,6952,17
64603350,Loteamento Belo Norte,,Belo Norte,6952,17
64603360,Loteamento Rui Barbosa II,,Belo Norte,6952,17
64603365,Travessa São Paulo,,Belo Norte,6952,17
64603700,Loteamento Borges,,Aroeiras,6952,17
64603710,Loteamento Capitão de Campos,,Aroeiras,6952,17
64603720,Loteamento Jardim Piauí,,Aroeiras,6952,17
64603730,Loteamento Tapera,,Aroeiras,6952,17
64603740,Loteamento Zeca Aprígio,,Aroeiras,6952,17
64603750,Residencial Chicuta,,Aroeiras,6952,17
64604365,Rua Isabel de Jesus Luz,,Ipueiras,6952,17
64604375,Rua Fernando Henrique de Araújo de Sousa,,Ipueiras,6952,17
64604645,Loteamento Almeida Guimarães,,Ipueiras,6952,17
64604650,Loteamento Araújo Luz,,Ipueiras,6952,17
64604655,Loteamento Bela Vista,,Ipueiras,6952,17
64604660,Loteamento Felipe Araújo,,Ipueiras,6952,17
64604665,Loteamento Francisca Maria,,Ipueiras,6952,17
64604670,Loteamento Jardim Fagueiro,,Ipueiras,6952,17
64604675,Loteamento Jardim Ipueiras,,Ipueiras,6952,17
64604680,Loteamento Jardim Primavera,,Ipueiras,6952,17
64604685,Loteamento Josino Araújo,,Ipueiras,6952,17
64604690,Loteamento São Cristóvão,,Ipueiras,6952,17
64604695,Loteamento Ulisses Antônio da Luz,,Ipueiras,6952,17
64604700,Loteamento Guaribas,,Ipueiras,6952,17
64604705,Rua Expedito Luz,(Lot. Samira),Ipueiras,6952,17
64604720,Rua Santo Agostinho,,Ipueiras,6952,17
64605155,Loteamento Anísio João de Moura,,Pedrinhas,6952,17
64605160,Loteamento Pedrinhas,,Pedrinhas,6952,17
64605165,Loteamento Ponta D'água,,Pedrinhas,6952,17
64605170,Rua do Juazeiro,,Pedrinhas,6952,17
64605500,Avenida Pedro Marques de Medeiros,(cnj waldemar m santos),Parque Industrial,6952,17
64605505,Rua Amaro José Ribeiro,(Lot. Flamboyant),Parque Industrial,6952,17
64605510,Rua Aquilino Marques de Medeiros,(Lot. Flamboyant),Parque Industrial,6952,17
64605515,Rua Maria Raimunda da Conceição,(Lot. Flamboyant),Parque Industrial,6952,17
64605520,Rua Madeiros,(Lot. Flamboyant),Parque Industrial,6952,17
64605525,Rua Antônio Marques de Medeiros,(Lot. Flamboyant),Parque Industrial,6952,17
64605530,Rua Luis Gomes Araújo,(Lot. Flamboyant),Parque Industrial,6952,17
64605535,Rua Maria Gil de Medeiros,(Lot. Flamboyant),Parque Industrial,6952,17
64605540,Rua Olívia Morais Gomes,(Lot. Flamboyant),Parque Industrial,6952,17
64606005,Rua João Paulo II,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606008,Rua Caiçara,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606012,Rua Araguaia,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606015,Rua Manoel Medeiros,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606018,Rua Jaboticabeira,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606022,Rua Maria Francisca da Conceição,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606025,Rua Maria de Jesus Moura,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606028,Rua Joaquim Gomes,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606032,Rua Jequitibá,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606035,Rua Gurgueia,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606038,Rua Guaribas,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606042,Rua Maringá,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606045,Rua Goiás,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606048,Rua Vista Serrana,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606052,Rua Lagoa Seca,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606055,Rua Pombal,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606058,Rua Vale da Montanha,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606062,Avenida Manaira,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606065,Avenida Fernando Wilson Monteiro,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606068,Avenida Marques de Medeiros,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606072,Rua Coração de Jesus,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606075,Rua Maria José Marques,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606078,Rua Desterro de Malta,(Loteamento Residencial Eldorado),Jardim Natal,6952,17
64606115,Avenida Pedro Marques de Medeiros,,Jardim Natal,6952,17
64606125,Loteamento Professor Chico Sá,,Jardim Natal,6952,17
64606135,Loteamento Potiguar,,Jardim Natal,6952,17
64606145,Loteamento Montevideu,,Jardim Natal,6952,17
64606153,Loteamento Jardim Natal,,Jardim Natal,6952,17
64606155,Loteamento Duas Barras,,Jardim Natal,6952,17
64606160,Loteamento Bárbara Leopoldo,,Alto da Boa Vista,6952,17
64606170,Loteamento Boa Vista,,Alto da Boa Vista,6952,17
64606180,Loteamento Deputado Sá Urtiga,,Alto da Boa Vista,6952,17
64606190,Loteamento Joana Paula de Sousa,,Alto da Boa Vista,6952,17
64606200,Loteamento João Martinho Leal,,Alto da Boa Vista,6952,17
64606210,Loteamento Salustiano Roberto de Sousa,,Alto da Boa Vista,6952,17
